"Data","Último","Abertura","Máxima","Mínima","Vol.","Var%"
"28.04.2014","6.790,62","6.566,55","6.792,31","6.566,55","","3,56%"
"25.04.2014","6.557,29","6.722,71","6.722,71","6.529,96","","-2,54%"
"24.04.2014","6.728,15","6.704,30","6.821,01","6.699,67","","0,36%"
"23.04.2014","6.704,30","6.622,04","6.718,05","6.622,04","","1,43%"
"22.04.2014","6.609,57","6.455,64","6.611,61","6.455,64","","2,43%"
"21.04.2014","6.452,99","6.449,87","6.472,52","6.380,82","","0,05%"
"16.04.2014","6.449,87","6.316,03","6.449,87","6.308,95","","2,11%"
"15.04.2014","6.316,44","6.400,55","6.424,98","6.233,81","","-1,28%"
"14.04.2014","6.398,31","6.478,80","6.529,57","6.383,01","","-1,09%"
"11.04.2014","6.468,57","6.502,33","6.507,45","6.394,40","","-0,46%"
"10.04.2014","6.498,35","6.480,48","6.532,91","6.472,90","","0,35%"
"09.04.2014","6.475,99","6.487,31","6.494,80","6.415,92","","-0,17%"
"08.04.2014","6.487,31","6.451,93","6.498,14","6.417,87","","0,67%"
"07.04.2014","6.444,30","6.386,85","6.444,30","6.365,85","","0,90%"
"04.04.2014","6.386,85","6.506,88","6.521,11","6.372,16","","-1,71%"
"03.04.2014","6.498,24","6.447,73","6.604,50","6.447,73","","0,89%"
"01.04.2014","6.440,65","6.377,74","6.442,65","6.360,88","","1,05%"
"31.03.2014","6.373,82","6.199,04","6.373,82","6.199,04","","2,83%"
"28.03.2014","6.198,58","6.207,27","6.237,79","6.051,37","","0,11%"
"27.03.2014","6.191,84","6.176,71","6.263,22","6.153,92","","0,93%"
"26.03.2014","6.134,95","6.200,69","6.248,09","6.122,45","","-0,96%"
"25.03.2014","6.194,41","6.086,82","6.194,58","6.086,82","","1,77%"
"21.03.2014","6.086,82","5.971,52","6.086,82","5.971,52","","2,04%"
"20.03.2014","5.965,11","5.866,99","6.012,59","5.866,99","","1,67%"
"19.03.2014","5.866,99","5.883,48","5.913,03","5.835,88","","-0,28%"
"18.03.2014","5.883,48","5.762,69","5.883,48","5.762,69","","2,10%"
"17.03.2014","5.762,69","5.758,86","5.822,11","5.737,67","","0,27%"
"14.03.2014","5.747,12","5.658,81","5.747,12","5.658,81","","1,57%"
"13.03.2014","5.658,04","5.717,21","5.759,04","5.653,54","","-0,97%"
"12.03.2014","5.713,30","5.755,42","5.756,77","5.691,04","","-0,71%"
"11.03.2014","5.754,38","5.771,53","5.791,09","5.729,25","","-0,61%"
"10.03.2014","5.789,98","5.880,07","5.886,78","5.768,91","","-1,55%"
"07.03.2014","5.880,84","5.913,76","5.945,92","5.880,84","","-0,48%"
"06.03.2014","5.909,00","5.747,82","5.925,18","5.744,54","","2,77%"
"05.03.2014","5.749,77","5.782,25","5.837,15","5.723,21","","-0,60%"
"28.02.2014","5.784,39","5.771,72","5.842,31","5.768,11","","0,22%"
"27.02.2014","5.771,72","5.828,90","5.832,72","5.771,72","","-0,94%"
"26.02.2014","5.826,58","5.852,45","5.895,08","5.820,68","","-0,44%"
"25.02.2014","5.852,45","5.987,90","6.008,52","5.847,44","","-2,17%"
"24.02.2014","5.982,48","5.928,19","6.010,04","5.927,87","","1,14%"
"21.02.2014","5.914,82","5.975,01","6.030,27","5.909,72","","-1,03%"
"20.02.2014","5.976,19","5.963,55","6.016,76","5.958,86","","0,33%"
"19.02.2014","5.956,59","6.092,96","6.092,96","5.930,09","","-2,24%"
"18.02.2014","6.092,96","6.151,74","6.198,22","6.039,52","","-0,96%"
"17.02.2014","6.151,74","6.071,07","6.151,74","6.071,00","","1,34%"
"14.02.2014","6.070,60","5.937,38","6.118,42","5.937,38","","2,24%"
"13.02.2014","5.937,38","5.884,21","5.937,38","5.805,86","","0,90%"
"12.02.2014","5.884,21","5.638,60","5.916,59","5.638,60","","4,40%"
"11.02.2014","5.636,27","5.398,23","5.637,57","5.378,33","","4,23%"
"10.02.2014","5.407,40","5.580,03","5.580,65","5.398,58","","-3,18%"
"07.02.2014","5.585,00","5.898,73","5.898,73","5.563,87","","-5,04%"
"06.02.2014","5.881,68","5.921,81","5.961,61","5.808,84","","-0,72%"
"05.02.2014","5.924,08","6.139,83","6.164,00","5.856,96","","-3,49%"
"04.02.2014","6.138,20","6.088,50","6.142,16","6.088,50","","0,85%"
"03.02.2014","6.086,74","6.030,77","6.162,46","6.027,45","","1,13%"
"31.01.2014","6.018,65","5.859,11","6.034,91","5.844,01","","2,74%"
"30.01.2014","5.857,86","5.665,98","5.857,86","5.665,98","","3,51%"
"29.01.2014","5.659,41","5.663,48","5.701,52","5.616,50","","-0,03%"
"28.01.2014","5.660,97","5.616,37","5.665,49","5.581,24","","0,99%"
"27.01.2014","5.605,35","5.545,21","5.605,35","5.308,36","","1,08%"
"24.01.2014","5.545,21","5.713,61","5.724,22","5.511,63","","-3,93%"
"23.01.2014","5.771,76","5.897,14","5.970,19","5.750,50","","-2,12%"
"22.01.2014","5.896,67","5.848,05","5.896,67","5.787,23","","0,97%"
"21.01.2014","5.840,17","5.923,30","5.930,06","5.800,08","","-1,34%"
"20.01.2014","5.919,39","5.859,23","5.925,74","5.859,23","","1,03%"
"17.01.2014","5.858,77","5.863,77","5.941,91","5.853,83","","0,44%"
"16.01.2014","5.833,21","5.688,04","5.834,78","5.687,39","","2,56%"
"15.01.2014","5.687,39","5.560,08","5.687,39","5.560,08","","2,29%"
"14.01.2014","5.560,08","5.570,99","5.607,69","5.522,07","","-0,20%"
"13.01.2014","5.570,99","5.498,23","5.622,01","5.496,88","","1,46%"
"10.01.2014","5.490,88","5.387,55","5.496,61","5.387,55","","2,15%"
"09.01.2014","5.375,09","5.390,19","5.408,96","5.354,09","","-0,26%"
"08.01.2014","5.388,90","5.370,67","5.446,12","5.346,32","","0,65%"
"07.01.2014","5.353,97","5.283,03","5.353,97","5.283,03","","1,34%"
"06.01.2014","5.283,03","5.399,00","5.446,26","5.244,86","","-1,84%"
"03.01.2014","5.382,05","5.320,65","5.431,79","5.320,65","","1,15%"
"02.01.2014","5.320,65","5.389,88","5.418,04","5.306,26","","-1,31%"
"30.12.2013","5.391,03","5.406,70","5.465,44","5.357,28","","-0,17%"
"27.12.2013","5.400,16","5.278,31","5.400,16","5.266,26","","2,28%"
"26.12.2013","5.279,56","5.351,29","5.381,39","5.255,06","","-1,34%"
"24.12.2013","5.351,29","5.351,29","5.351,29","5.351,29","","0,00%"
"23.12.2013","5.351,29","5.293,10","5.360,42","5.271,10","","1,64%"
"20.12.2013","5.264,78","5.357,28","5.379,33","5.259,99","","-1,72%"
"19.12.2013","5.356,94","5.411,19","5.423,15","5.341,49","","-1,00%"
"18.12.2013","5.411,19","5.434,79","5.447,78","5.322,53","","-0,21%"
"17.12.2013","5.422,83","5.380,89","5.423,82","5.327,61","","0,78%"
"16.12.2013","5.380,89","5.260,60","5.380,89","5.260,60","","2,33%"
"13.12.2013","5.258,27","5.226,48","5.276,71","5.221,54","","0,67%"
"12.12.2013","5.223,31","5.192,09","5.223,31","5.105,48","","0,71%"
"11.12.2013","5.186,32","5.224,24","5.263,78","5.172,36","","-0,73%"
"10.12.2013","5.224,24","5.344,81","5.362,20","5.213,79","","-2,06%"
"09.12.2013","5.334,17","5.335,50","5.436,09","5.303,78","","0,05%"
"06.12.2013","5.331,28","5.331,76","5.392,52","5.322,53","","0,13%"
"05.12.2013","5.324,36","5.315,85","5.425,26","5.307,78","","0,26%"
"04.12.2013","5.310,55","5.306,60","5.333,99","5.220,15","","0,37%"
"03.12.2013","5.291,01","5.530,88","5.542,61","5.267,62","","-4,34%"
"02.12.2013","5.530,88","5.702,14","5.722,31","5.495,12","","-3,28%"
"29.11.2013","5.718,68","5.761,15","5.769,97","5.663,88","","-0,27%"
"28.11.2013","5.734,20","5.601,17","5.752,40","5.601,17","","2,38%"
"27.11.2013","5.601,17","5.700,16","5.765,37","5.598,46","","-1,67%"
"26.11.2013","5.696,21","5.534,62","5.825,37","5.534,62","","3,01%"
"22.11.2013","5.529,54","5.396,89","5.531,88","5.396,89","","2,49%"
"21.11.2013","5.395,07","5.371,97","5.451,27","5.371,97","","0,62%"
"20.11.2013","5.362,00","5.225,36","5.427,95","5.225,36","","3,35%"
"19.11.2013","5.188,28","5.549,62","5.549,62","5.176,00","","-6,55%"
"18.11.2013","5.552,17","5.590,14","5.640,79","5.532,11","","-0,36%"
"15.11.2013","5.572,33","5.469,31","5.579,43","5.469,31","","1,91%"
"14.11.2013","5.467,65","5.256,83","5.492,16","5.252,38","","4,26%"
"13.11.2013","5.244,11","5.279,24","5.296,27","5.217,46","","-0,53%"
"12.11.2013","5.272,22","5.401,45","5.425,03","5.260,67","","-2,39%"
"11.11.2013","5.401,45","5.301,59","5.407,83","5.301,59","","2,03%"
"08.11.2013","5.294,18","5.338,73","5.335,73","5.254,08","","-0,19%"
"07.11.2013","5.304,12","5.504,14","5.518,48","5.290,35","","-3,66%"
"05.11.2013","5.505,47","5.233,59","5.505,47","5.230,50","","5,40%"
"04.11.2013","5.223,41","5.094,67","5.223,54","5.094,67","","2,53%"
"01.11.2013","5.094,67","5.163,32","5.190,27","5.087,98","","-1,36%"
"31.10.2013","5.165,09","5.226,53","5.241,67","5.158,60","","-1,18%"
"30.10.2013","5.226,53","5.215,03","5.365,07","5.119,07","","0,16%"
"29.10.2013","5.218,36","5.473,84","5.473,84","5.141,83","","-4,61%"
"28.10.2013","5.470,71","5.526,64","5.654,33","5.451,04","","-1,01%"
"25.10.2013","5.526,29","5.650,83","5.651,43","5.492,75","","-2,04%"
"24.10.2013","5.641,57","5.360,34","5.652,14","5.335,51","","5,19%"
"23.10.2013","5.363,47","5.605,72","5.605,72","5.346,84","","-4,50%"
"22.10.2013","5.616,31","5.659,71","5.682,16","5.547,06","","-0,81%"
"21.10.2013","5.662,26","5.481,33","5.696,67","5.481,33","","3,59%"
"18.10.2013","5.465,85","5.388,72","5.506,88","5.386,17","","1,48%"
"17.10.2013","5.386,17","5.258,64","5.388,03","5.237,18","","2,46%"
"16.10.2013","5.256,79","5.307,57","5.332,81","5.139,89","","-0,54%"
"15.10.2013","5.285,28","5.243,29","5.422,17","5.243,29","","0,83%"
"11.10.2013","5.241,88","5.179,58","5.254,69","5.179,58","","1,48%"
"10.10.2013","5.165,46","4.955,40","5.192,80","4.955,40","","4,43%"
"09.10.2013","4.946,42","4.923,49","4.947,35","4.890,40","","0,42%"
"08.10.2013","4.925,69","4.920,14","4.960,77","4.897,19","","0,04%"
"07.10.2013","4.923,96","4.870,18","4.932,82","4.832,19","","1,41%"
"04.10.2013","4.855,47","4.867,74","4.894,83","4.847,89","","-0,23%"
"03.10.2013","4.866,55","4.874,44","4.902,72","4.807,94","","-0,07%"
"02.10.2013","4.869,80","4.910,06","4.936,44","4.859,74","","-0,75%"
"01.10.2013","4.906,52","4.786,98","4.906,52","4.786,65","","2,57%"
"30.09.2013","4.783,77","4.696,67","4.783,77","4.621,57","","1,13%"
"27.09.2013","4.730,14","4.834,34","4.869,87","4.719,06","","-2,24%"
"26.09.2013","4.838,54","4.803,72","4.895,90","4.769,59","","0,84%"
"25.09.2013","4.798,45","4.811,36","4.864,61","4.777,60","","-0,36%"
"24.09.2013","4.815,58","4.933,35","4.965,27","4.807,27","","-1,58%"
"23.09.2013","4.892,65","4.757,73","4.905,25","4.755,90","","2,90%"
"20.09.2013","4.754,93","4.772,68","4.823,57","4.751,23","","-0,29%"
"19.09.2013","4.768,71","4.737,65","4.790,99","4.717,22","","0,77%"
"18.09.2013","4.732,12","4.634,43","4.736,36","4.602,17","","2,16%"
"17.09.2013","4.631,85","4.685,95","4.708,36","4.626,04","","-0,34%"
"16.09.2013","4.647,45","4.533,90","4.654,31","4.533,90","","3,39%"
"13.09.2013","4.494,93","4.394,75","4.510,13","4.394,27","","2,28%"
"12.09.2013","4.394,75","4.515,86","4.557,08","4.389,60","","-2,70%"
"11.09.2013","4.516,73","4.469,77","4.563,82","4.395,80","","0,33%"
"10.09.2013","4.502,04","4.370,20","4.528,00","4.370,20","","3,06%"
"09.09.2013","4.368,36","4.181,58","4.368,36","4.181,58","","4,47%"
"06.09.2013","4.181,58","4.177,89","4.203,18","4.145,19","","0,14%"
"05.09.2013","4.175,82","4.094,92","4.176,15","4.094,53","","1,98%"
"04.09.2013","4.094,92","4.054,42","4.117,43","4.054,42","","0,95%"
"03.09.2013","4.056,35","3.993,85","4.073,09","3.993,85","","2,06%"
"02.09.2013","3.974,53","3.935,89","3.974,53","3.935,89","","0,98%"
"30.08.2013","3.935,89","3.916,79","3.963,14","3.905,87","","0,35%"
"29.08.2013","3.922,35","3.925,31","3.939,83","3.894,78","","-0,08%"
"28.08.2013","3.925,31","3.847,96","4.017,82","3.847,96","","2,01%"
"27.08.2013","3.848,02","3.897,40","3.897,40","3.829,07","","-1,27%"
"26.08.2013","3.897,40","3.906,73","3.929,98","3.875,75","","-0,15%"
"23.08.2013","3.903,21","3.944,64","4.011,32","3.903,21","","-1,02%"
"22.08.2013","3.943,48","3.850,03","3.948,12","3.850,03","","2,36%"
"21.08.2013","3.852,43","3.850,37","3.886,04","3.842,92","","0,04%"
"20.08.2013","3.850,73","3.816,20","3.864,01","3.816,20","","0,93%"
"16.08.2013","3.815,29","3.853,25","3.883,25","3.796,42","","-1,29%"
"15.08.2013","3.865,11","3.880,43","3.901,80","3.823,16","","-0,47%"
"14.08.2013","3.883,24","3.764,31","3.887,34","3.764,31","","3,16%"
"13.08.2013","3.764,31","3.664,20","3.764,54","3.664,20","","2,60%"
"12.08.2013","3.668,83","3.654,06","3.677,96","3.641,94","","1,49%"
"09.08.2013","3.615,11","3.571,64","3.615,11","3.571,64","","0,92%"
"08.08.2013","3.582,23","3.549,42","3.593,02","3.549,42","","1,01%"
"07.08.2013","3.546,29","3.469,63","3.551,41","3.465,25","","2,22%"
"06.08.2013","3.469,23","3.453,47","3.471,75","3.408,61","","0,47%"
"05.08.2013","3.453,13","3.458,79","3.479,60","3.443,96","","-0,16%"
"02.08.2013","3.458,79","3.430,59","3.465,25","3.428,18","","0,79%"
"01.08.2013","3.431,79","3.362,08","3.431,79","3.343,64","","2,20%"
"31.07.2013","3.357,86","3.334,69","3.368,65","3.317,96","","0,63%"
"30.07.2013","3.336,74","3.378,01","3.383,65","3.334,64","","-1,40%"
"29.07.2013","3.384,17","3.426,80","3.439,82","3.377,62","","-1,14%"
"26.07.2013","3.423,19","3.429,94","3.429,94","3.398,10","","-0,09%"
"25.07.2013","3.426,44","3.463,87","3.469,45","3.426,44","","-1,07%"
"24.07.2013","3.463,48","3.464,32","3.471,70","3.421,18","","0,04%"
"23.07.2013","3.462,06","3.454,30","3.484,13","3.443,16","","0,34%"
"22.07.2013","3.450,45","3.410,14","3.460,17","3.401,70","","1,18%"
"19.07.2013","3.410,14","3.375,52","3.430,86","3.374,14","","0,98%"
"18.07.2013","3.376,89","3.476,78","3.480,82","3.311,64","","-2,84%"
"17.07.2013","3.475,70","3.396,21","3.485,62","3.396,21","","2,40%"
"16.07.2013","3.394,28","3.352,06","3.403,78","3.352,06","","1,35%"
"15.07.2013","3.348,98","3.227,30","3.353,90","3.227,30","","3,80%"
"12.07.2013","3.226,38","3.233,83","3.267,36","3.208,17","","-0,18%"
"11.07.2013","3.232,07","3.130,17","3.243,32","3.130,17","","3,35%"
"10.07.2013","3.127,22","3.125,41","3.138,77","3.089,26","","-0,01%"
"08.07.2013","3.127,66","3.066,09","3.146,68","3.066,09","","2,09%"
"05.07.2013","3.063,69","3.096,11","3.096,11","3.044,29","","-1,05%"
"04.07.2013","3.096,11","3.028,89","3.096,55","3.028,89","","2,42%"
"03.07.2013","3.023,05","2.997,29","3.027,32","2.980,68","","0,97%"
"02.07.2013","2.994,08","3.019,82","3.023,16","2.942,19","","-0,85%"
"01.07.2013","3.019,82","2.976,29","3.045,14","2.975,12","","1,46%"
"28.06.2013","2.976,27","2.938,79","2.976,27","2.909,59","","1,20%"
"27.06.2013","2.941,08","2.966,51","2.975,12","2.908,62","","-0,86%"
"26.06.2013","2.966,51","3.022,65","3.028,90","2.958,35","","-1,55%"
"25.06.2013","3.013,15","3.021,16","3.044,60","3.001,01","","-0,27%"
"24.06.2013","3.021,16","3.058,81","3.058,81","2.918,21","","-1,62%"
"19.06.2013","3.070,86","3.059,50","3.095,14","3.041,25","","0,75%"
"18.06.2013","3.047,99","3.103,13","3.104,97","3.015,22","","-1,69%"
"17.06.2013","3.100,35","3.200,28","3.211,97","3.092,47","","-3,11%"
"14.06.2013","3.199,92","3.243,12","3.243,87","3.181,92","","-1,36%"
"13.06.2013","3.244,04","3.234,77","3.247,68","3.199,54","","0,22%"
"12.06.2013","3.237,06","3.341,51","3.352,46","3.227,30","","-3,16%"
"11.06.2013","3.342,63","3.399,04","3.417,57","3.340,46","","-2,08%"
"10.06.2013","3.413,77","3.448,88","3.453,78","3.398,95","","-1,04%"
"07.06.2013","3.449,68","3.451,04","3.464,16","3.440,02","","-0,03%"
"06.06.2013","3.450,80","3.423,35","3.450,80","3.416,99","","0,81%"
"05.06.2013","3.423,19","3.436,36","3.468,88","3.419,13","","-0,56%"
"04.06.2013","3.442,47","3.487,03","3.488,79","3.424,03","","-1,25%"
"03.06.2013","3.485,97","3.489,43","3.495,27","3.461,02","","-0,10%"
"31.05.2013","3.489,43","3.502,73","3.505,97","3.482,43","","-0,72%"
"30.05.2013","3.514,60","3.474,06","3.519,50","3.450,42","","1,17%"
"29.05.2013","3.474,06","3.416,62","3.474,06","3.380,98","","1,53%"
"28.05.2013","3.421,56","3.531,96","3.552,31","3.420,46","","-3,10%"
"27.05.2013","3.530,91","3.510,51","3.530,91","3.471,79","","0,60%"
"24.05.2013","3.509,72","3.558,67","3.558,67","3.493,59","","-1,34%"
"23.05.2013","3.557,55","3.540,78","3.572,50","3.491,75","","0,28%"
"22.05.2013","3.547,74","3.641,42","3.644,85","3.526,51","","-2,47%"
"21.05.2013","3.637,76","3.675,72","3.675,89","3.627,97","","-1,01%"
"20.05.2013","3.674,86","3.697,05","3.697,97","3.636,92","","-0,54%"
"17.05.2013","3.694,74","3.706,71","3.718,18","3.679,52","","-0,32%"
"16.05.2013","3.706,71","3.721,26","3.793,59","3.693,38","","-0,38%"
"15.05.2013","3.720,91","3.528,61","3.720,91","3.514,56","","6,01%"
"14.05.2013","3.510,11","3.582,14","3.590,30","3.500,84","","-2,00%"
"13.05.2013","3.581,78","3.708,65","3.708,65","3.556,03","","-3,52%"
"10.05.2013","3.712,51","3.863,19","3.863,19","3.685,21","","-3,90%"
"09.05.2013","3.863,19","4.039,83","4.039,83","3.849,89","","-4,33%"
"08.05.2013","4.038,23","4.067,45","4.102,41","4.032,50","","-0,69%"
"07.05.2013","4.066,48","3.950,24","4.066,48","3.950,24","","2,99%"
"06.05.2013","3.948,40","3.903,07","3.959,06","3.895,47","","1,55%"
"03.05.2013","3.888,10","3.852,08","3.916,66","3.847,09","","1,17%"
"02.05.2013","3.843,16","3.842,56","3.843,16","3.795,68","","-0,07%"
"30.04.2013","3.845,94","3.815,76","3.859,40","3.803,83","","0,82%"
"29.04.2013","3.814,72","3.737,01","3.842,55","3.737,01","","2,16%"
"26.04.2013","3.734,24","3.688,81","3.744,88","3.688,43","","1,32%"
"25.04.2013","3.685,62","3.613,87","3.695,98","3.608,23","","2,28%"
"24.04.2013","3.603,42","3.569,25","3.615,70","3.569,25","","0,96%"
"23.04.2013","3.569,25","3.531,70","3.570,72","3.531,70","","1,10%"
"22.04.2013","3.530,40","3.444,49","3.530,40","3.426,41","","2,49%"
"19.04.2013","3.444,49","3.420,91","3.466,20","3.420,91","","0,90%"
"18.04.2013","3.413,86","3.425,03","3.436,90","3.394,28","","-0,33%"
"17.04.2013","3.425,03","3.473,40","3.473,40","3.421,44","","-1,39%"
"16.04.2013","3.473,40","3.407,70","3.474,40","3.407,70","","2,07%"
"15.04.2013","3.403,12","3.458,75","3.458,75","3.395,07","","-1,74%"
"12.04.2013","3.463,49","3.484,60","3.484,60","3.435,53","","-0,69%"
"11.04.2013","3.487,72","3.458,81","3.491,23","3.458,81","","0,72%"
"10.04.2013","3.462,73","3.470,95","3.470,95","3.439,01","","-0,35%"
"09.04.2013","3.474,78","3.397,61","3.478,94","3.396,30","","2,82%"
"08.04.2013","3.379,39","3.320,46","3.379,39","3.310,92","","2,01%"
"05.04.2013","3.312,80","3.297,13","3.317,12","3.269,09","","0,48%"
"04.04.2013","3.297,13","3.312,94","3.317,80","3.285,19","","-0,27%"
"03.04.2013","3.305,97","3.414,12","3.415,23","3.374,89","","-2,21%"
"27.03.2013","3.380,78","3.414,12","3.415,23","3.374,89","","-1,07%"
"26.03.2013","3.417,32","3.405,89","3.426,90","3.393,62","","0,36%"
"25.03.2013","3.404,90","3.430,17","3.434,03","3.384,04","","-0,74%"
"22.03.2013","3.430,17","3.489,99","3.499,58","3.425,13","","-1,71%"
"21.03.2013","3.489,99","3.485,63","3.498,85","3.462,53","","0,14%"
"20.03.2013","3.485,13","3.418,21","3.485,13","3.418,21","","1,93%"
"19.03.2013","3.419,26","3.446,12","3.446,12","3.386,03","","-0,79%"
"18.03.2013","3.446,55","3.487,13","3.489,25","3.443,26","","-1,21%"
"15.03.2013","3.488,76","3.500,43","3.523,71","3.484,13","","-0,30%"
"14.03.2013","3.499,25","3.466,49","3.499,25","3.459,09","","1,10%"
"13.03.2013","3.461,19","3.392,53","3.462,24","3.377,44","","2,21%"
"12.03.2013","3.386,49","3.362,34","3.416,93","3.362,24","","0,79%"
"11.03.2013","3.359,79","3.319,46","3.359,79","3.300,78","","1,05%"
"08.03.2013","3.324,89","3.326,10","3.349,34","3.310,90","","-0,10%"
"07.03.2013","3.328,19","3.234,46","3.328,19","3.234,46","","2,93%"
"06.03.2013","3.233,53","3.193,15","3.243,30","3.193,15","","1,26%"
"05.03.2013","3.193,15","3.141,67","3.208,82","3.141,67","","1,68%"
"04.03.2013","3.140,30","3.112,95","3.146,59","3.112,95","","1,31%"
"01.03.2013","3.099,71","3.000,37","3.103,09","2.973,10","","1,68%"
"28.02.2013","3.048,55","3.159,24","3.159,24","3.042,98","","-3,49%"
"27.02.2013","3.158,92","3.123,57","3.163,36","3.123,57","","1,26%"
"26.02.2013","3.119,61","3.122,64","3.125,68","3.066,82","","-0,16%"
"25.02.2013","3.124,64","3.151,04","3.168,78","3.116,41","","-0,50%"
"22.02.2013","3.140,38","3.125,42","3.202,63","3.110,53","","0,51%"
"21.02.2013","3.124,37","3.266,24","3.268,12","3.121,65","","-4,42%"
"19.02.2013","3.268,77","3.274,41","3.310,22","3.266,17","","0,15%"
"18.02.2013","3.264,00","3.295,42","3.297,75","3.240,74","","-0,95%"
"15.02.2013","3.295,42","3.315,05","3.320,57","3.293,87","","-0,25%"
"14.02.2013","3.303,79","3.303,75","3.310,05","3.286,31","","-0,12%"
"13.02.2013","3.307,80","3.276,14","3.313,18","3.273,34","","0,85%"
"08.02.2013","3.279,96","3.303,91","3.315,32","3.272,98","","-0,70%"
"07.02.2013","3.302,97","3.290,01","3.334,73","3.290,01","","0,39%"
"06.02.2013","3.290,01","3.355,36","3.355,36","3.283,89","","-2,02%"
"05.02.2013","3.357,90","3.428,35","3.428,35","3.340,41","","-2,06%"
"04.02.2013","3.428,69","3.531,46","3.537,06","3.422,74","","-2,91%"
"01.02.2013","3.531,46","3.463,08","3.544,85","3.462,57","","1,99%"
"30.01.2013","3.462,42","3.473,58","3.498,07","3.429,27","","-0,22%"
"29.01.2013","3.470,15","3.340,83","3.470,15","3.340,83","","3,83%"
"28.01.2013","3.342,10","3.352,93","3.382,19","3.328,81","","0,07%"
"25.01.2013","3.339,77","3.317,30","3.355,09","3.317,30","","0,71%"
"24.01.2013","3.316,25","3.302,98","3.334,80","3.290,36","","0,47%"
"23.01.2013","3.300,86","3.321,00","3.361,50","3.294,88","","-0,16%"
"22.01.2013","3.306,20","3.250,39","3.307,13","3.247,34","","1,72%"
"21.01.2013","3.250,39","3.201,18","3.250,39","3.201,18","","1,66%"
"18.01.2013","3.197,35","3.172,56","3.198,46","3.172,56","","0,91%"
"17.01.2013","3.168,54","3.136,10","3.183,44","3.136,10","","1,10%"
"16.01.2013","3.134,00","3.082,40","3.135,62","3.068,98","","1,67%"
"15.01.2013","3.082,40","3.091,73","3.093,51","3.046,55","","-0,42%"
"14.01.2013","3.095,40","3.108,38","3.132,54","3.079,03","","-0,39%"
"11.01.2013","3.107,66","3.122,24","3.142,85","3.090,55","","-0,21%"
"10.01.2013","3.114,20","3.073,97","3.122,33","3.073,97","","1,38%"
"09.01.2013","3.071,83","3.018,92","3.072,74","3.018,92","","1,78%"
"08.01.2013","3.018,00","2.993,23","3.019,84","2.988,07","","0,83%"
"07.01.2013","2.993,23","2.996,79","2.996,79","2.977,08","","-0,10%"
"04.01.2013","2.996,28","2.976,29","2.996,60","2.946,77","","0,71%"
"03.01.2013","2.975,24","2.952,00","2.995,21","2.952,00","","0,76%"
"02.01.2013","2.952,87","2.867,43","2.954,08","2.867,43","","3,45%"
